shapelet,ig
"0.97, 0.81, 0.75",0.00023311266213843496
"0.94, 0.92, 0.84",0.00015842139719379755
"0.45, 0.45, 0.93",0.00031687901112986694
"0.33, 0.85, 0.55",0.0004982191428067884
"0.4, 0.45, 0.9",0.00033319680390986317
"0.94, 0.07, 0.53",0.00031672732751264476
"0.95, 0.49, 0.73",0.0003186381075055422
"0.53, 0.89, 0.63",0.0008426359123877569
"0.75, 0.06, 0.56",0.0004314838230593532
"0.95, 0.28, 0.92",0.0003915950076490704
"0.0, 0.43, 0.92",0.0002737394449219277
"0.82, 0.89, 0.56",0.0002497486381919378
"0.85, 0.35, 0.28",0.000383578057996381
"0.5, 0.75, 0.91",0.0004304889722784866
"0.95, 0.18, 0.5",0.00036993378403693544
"0.52, 0.98, 0.45",0.0005663281893675265
"0.85, 0.84, 0.69",0.0002187392530191845
"0.52, 0.69, 0.36",0.0003512111210605129
"0.69, 0.4, 0.43",0.00019609030608092048
"0.91, 0.33, 0.41",0.0002633773084508295
"0.99, 0.55, 0.47",0.0005190864701939413
"0.88, 0.53, 0.9",0.00033690762566584986
"0.97, 0.89, 0.88",0.00019929068514112913
"0.71, 0.98, 0.86",0.0003209455998932631
"0.89, 0.39, 0.3",0.00030455028261278105
"0.97, 0.95, 0.73",0.0003961214047573103
"0.88, 0.53, 0.92",0.0003167066603299018
"0.74, 0.4, 0.95",0.00037685534925635533
"0.87, 0.77, 0.38",0.000273690091575296
"0.9, 0.37, 0.5",0.000498367051756099
"0.54, 0.5, 0.31",0.0006189141080814586
"0.55, 0.43, 0.55",0.00024790123497253624
"0.67, 0.44, 0.57",0.00039862088390651973
"0.88, 0.18, 0.87",0.00046934761120942525
"0.54, 0.43, 0.51",0.00015842139719379755
"0.7, 0.51, 0.88",0.00029169134444428924
"0.3, 0.43, 0.28",0.00046456661525373644
"0.91, 0.43, 0.07",0.00021249811390944284
"0.46, 0.96, 0.52",0.0007294411282581237
"0.38, 0.87, 0.52",0.0004927823762207462
"0.46, 0.55, 0.88",0.0002440031958393929
"0.73, 0.87, 0.43",0.0003839400038568863
"0.37, 0.48, 0.48",0.0003982796393402488
"0.56, 0.43, 0.88",0.00038633920489050677
"0.73, 0.43, 0.08",0.00047537285902921056
"0.9, 0.47, 0.43",0.0004274453448799287
"0.88, 0.46, 0.53",0.00033291548085645495
"0.06, 0.45, 0.43",0.00026663973409257746
"0.57, 0.56, 0.54",0.0002376456759931589
"0.68, 0.43, 0.53",0.00039225914177998256
"0.97, 0.43, 0.0",0.0005546333761006217
"0.06, 0.94, 0.88",0.00032543562522413527
"0.97, 0.43, 0.55",0.0003022708820994424
"0.88, 0.56, 0.59",0.0003454409027493499
"0.98, 0.89, 0.43",0.0002612546648523839
"0.56, 0.36, 0.43",0.00016819172802906568
"0.5, 0.88, 0.89",0.0003961214047573103
"0.89, 0.86, 0.56",0.0005790595868895299
"0.53, 0.98, 0.78",0.000562444418961805
"0.54, 0.59, 0.56",0.00035987267591341965
"0.73, 0.43, 0.44",0.00018089238731211488
"0.92, 0.47, 0.43",0.0004971454599760339
"0.48, 0.43, 0.88",0.00018601500491388645
"0.28, 0.84, 0.42",0.0005198266502380866
"0.88, 0.47, 0.43",0.00036014844453491346
"0.89, 0.08, 0.53",0.00039225914177998256
"0.73, 0.93, 0.18",0.0002672247541767314
"0.55, 0.89, 0.28",0.0005856692500385563
"0.48, 0.88, 0.89",0.0002376456759931589
"0.89, 0.43, 0.46",0.0003280770476681294
"0.91, 0.88, 0.7",0.00015842139719379755
"0.89, 0.88, 0.58",0.00024499975675829067
"0.9, 0.67, 0.52",0.00039225914177998256
"0.54, 0.41, 0.53",0.00023671799369251456
"0.43, 0.55, 0.8",0.00023246548462763084
"0.86, 0.86, 0.19",0.0004417796920872519
"0.28, 0.37, 0.64",0.00031687901112986694
"0.68, 0.89, 0.29",0.0004949112693045654
"0.88, 0.43, 0.8",0.000389539347661505
"0.43, 0.93, 0.39",0.0006257992677219937
"0.85, 0.89, 0.88",0.0001698974671331399
"0.86, 0.07, 0.43",0.0003074416965115345
"0.9, 0.43, 0.43",0.000467665420143204
"0.51, 0.48, 0.94",0.0003491840428057058
"0.54, 0.54, 0.5",0.00023773120318104635
"0.82, 0.44, 0.54",0.0002052381785789814
"0.52, 0.46, 0.43",0.0002772081792048464
"0.43, 0.53, 0.49",0.0004231001721134442
"0.85, 0.43, 0.89",0.0004101405598834207
"0.44, 0.98, 0.42",0.0005740270175259576
"0.28, 0.97, 0.46",0.0005760792199850373
"0.53, 0.85, 0.95",0.00023944329880276616
"0.55, 0.57, 0.43",0.00043378886081280044
"0.53, 0.53, 0.49",0.0003983157593452358
"0.98, 0.89, 0.09",0.00029939488094865574
"0.54, 0.98, 0.28",0.0005842439014992484
"0.56, 0.52, 0.88",0.00036145305175205866
"0.92, 0.43, 0.89",0.0003969451258162282
"0.87, 0.51, 0.53",0.00031376872282518065
"0.89, 0.35, 0.88",0.0004247547760207748
"0.87, 0.86, 0.38",0.0003961214047573103
"0.87, 0.43, 0.68",0.00040430232971344626
"0.28, 0.45, 0.53",0.00031182576268606876
"0.95, 0.57, 0.53",0.0005149178031985668
"0.88, 0.82, 0.43",0.0002376456759931589
"0.9, 0.43, 0.43",0.000467665420143204
"0.43, 0.0, 0.56",0.0002970676376700121
"0.94, 0.28, 0.54",0.0003251638776883281
"0.64, 0.37, 0.43",0.00016674956714657352
"0.43, 0.56, 0.88",0.0002376456759931589
"0.89, 0.46, 0.43",0.0004546096621779183
"0.52, 0.43, 0.45",0.00013565278509708456
"0.77, 0.89, 0.75",0.00045035545222882334
"0.43, 0.3, 0.43",0.00019001308955512997
"0.0, 0.89, 0.89",0.00034963848513513973
"0.43, 0.52, 0.53",0.0003904209793345048
"0.79, 0.72, 0.43",0.00018495256551187556
"0.49, 0.69, 0.37",0.0004801012076850464
"0.68, 0.45, 0.85",0.00034233811809658565
"0.91, 0.68, 0.48",0.0003476126302740523
"0.36, 0.89, 0.72",0.00047537285902921056
"0.56, 0.46, 0.18",0.0005751779555763781
"0.76, 0.82, 0.85",0.00021124901385227712
"0.07, 0.88, 0.5",0.0004864026928022014
"0.54, 0.0, 0.56",0.0003556160913144035
"0.28, 0.0, 0.43",0.00022657203698173145
"0.0, 0.56, 0.91",0.0003057989961789964
"0.89, 0.72, 0.88",0.0002376456759931589
"0.34, 0.97, 0.53",0.0006090136085313835
"0.88, 0.88, 0.54",0.0002376456759931589
"0.8, 0.43, 0.44",0.00022632381049714212
"0.96, 0.43, 0.43",0.0005489021113395109
"0.87, 0.88, 0.49",0.000275273350533789
"0.89, 0.89, 0.07",0.0003000945748050654
"0.55, 0.56, 0.55",0.0001436288261046359
"0.88, 0.31, 0.91",0.00042475043946577085
"0.88, 0.44, 0.53",0.00031687901112986694
"0.74, 0.34, 0.44",0.00031404641053245363
"0.76, 0.36, 0.91",0.0005543621197080517
"0.88, 0.45, 0.88",0.0003387488515879111
"0.39, 0.56, 0.56",0.00039561726332415503
"0.34, 0.77, 0.33",0.0005216585810776664
"0.43, 0.69, 0.32",0.0005256529454014114
"0.43, 0.9, 0.43",0.0005113681417204807
"0.46, 0.89, 0.9",0.00022802973666347093
"0.88, 0.28, 0.85",0.0004266799959752321
"0.33, 0.86, 0.56",0.00048784080709929345
"0.07, 0.87, 0.45",0.0006125923492230623
"0.56, 0.43, 0.63",0.0002500413837992488
"0.43, 0.56, 0.48",0.0005238240173431885
